Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Richarlison,Forward,30,0.0,40.0,0,0.0,26.0,12.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,17.47,0.0,38.0,0,0.0,0.0,9,0,36,10,2.0,6.0,2.0,2.0,0.33,3.0,72.0,23.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,knee injury,13-Sep-21,22-Oct-21
Richarlison,Forward,30,0.0,40.0,0,0.0,26.0,12.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,17.47,0.0,38.0,0,0.0,0.0,9,0,36,10,2.0,6.0,2.0,2.0,0.33,3.0,72.0,23.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,calf injury,12-Dec-21,12-Jan-22
Jay Rodríguez,Forward,29,0.0,20.0,0,0.0,10.0,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,302,10.41,0.0,7.0,0,0.0,0.0,3,0,31,2,0.0,2.0,0.0,2.0,0.07,0.0,41.0,11.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,hamstring injury,29-Apr-20,7-Aug-20
Allan Saint-Maximin,Forward,35,0.0,13.0,0,0.0,18.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,675,19.29,0.0,60.0,0,0.0,0.0,6,0,22,5,0.0,5.0,0.0,0.0,0.14,0.0,64.0,26.0,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Ill & knock,14-Feb-22,12-Mar-22
Jadon Sancho,Forward,29,0.0,14.0,0,0.0,9.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,935,32.24,0.0,28.0,0,0.0,0.0,0,0,4,3,0.0,3.0,0.0,0.0,0.1,0.0,26.0,9.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2021/22,Tonsillitis,26-Apr-22,8-May-22
Morgan Sanson,Midfielder,10,0.0,12.0,67%,0.0,0.0,10.0,2.0,1.0,0.0,33.0,41.0,26.0,13.0,3.0,6.0,0,153,15.3,0.0,8.0,25%,3.0,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Knock,10-Apr-22,8-May-22
Morgan Sanson,Midfielder,10,0.0,12.0,67%,0.0,0.0,10.0,2.0,1.0,0.0,33.0,41.0,26.0,13.0,3.0,6.0,0,153,15.3,0.0,8.0,25%,3.0,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Ill,30-Oct-21,6-Nov-21
Morgan Sanson,Midfielder,10,0.0,12.0,67%,0.0,0.0,10.0,2.0,1.0,0.0,33.0,41.0,26.0,13.0,3.0,6.0,0,153,15.3,0.0,8.0,25%,3.0,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Coronavirus,12-Dec-21,25-Dec-21
Ryan Sessegnon,Midfielder,15,3.0,25.0,76%,0.0,2.0,7.0,22.0,10.0,0.0,40.0,49.0,69.0,6.0,11.0,15.0,2,323,21.53,0.0,38.0,21%,0.0,6.0,2,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2021/22,Bruise,"Sep 1,2021","Nov 14,2021"
Ryan Sessegnon,Midfielder,15,3.0,25.0,76%,0.0,2.0,7.0,22.0,10.0,0.0,40.0,49.0,69.0,6.0,11.0,15.0,2,323,21.53,0.0,38.0,21%,0.0,6.0,2,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2021/22,Muscle injury,"Dec 21,2021","Jan 7,2022"
Ryan Sessegnon,Midfielder,15,3.0,25.0,76%,0.0,2.0,7.0,22.0,10.0,0.0,40.0,49.0,69.0,6.0,11.0,15.0,2,323,21.53,0.0,38.0,21%,0.0,6.0,2,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Hamstring injury,"Mar 7,2022","Apr 7,2022"
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Head injury,20-Nov-21,7-Dec-21
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Hamstring injury,18-Jan-22,31-Jan-22
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Coronavirus,2-Mar-22,16-Mar-22
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Leg injury,2-Apr-22,13-May-22
Jonjo Shelvey,Midfielder,24,0.0,30.0,57%,0.0,5.0,22.0,19.0,9.0,0.0,160.0,57.0,55.0,9.0,10.0,10.0,1,899,37.46,0.0,43.0,21%,4.0,118.0,5,1,18,2,0.0,2.0,0.0,1.0,0.08,0.0,30.0,14.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Calf injury,15-Aug-21,15-Oct-21
Jonjo Shelvey,Midfielder,24,0.0,30.0,57%,0.0,5.0,22.0,19.0,9.0,0.0,160.0,57.0,55.0,9.0,10.0,10.0,1,899,37.46,0.0,43.0,21%,4.0,118.0,5,1,18,2,0.0,2.0,0.0,1.0,0.08,0.0,30.0,14.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Muscle injury,17-Dec-21,26-Dec-21
Jonjo Shelvey,Midfielder,24,0.0,30.0,57%,0.0,5.0,22.0,19.0,9.0,0.0,160.0,57.0,55.0,9.0,10.0,10.0,1,899,37.46,0.0,43.0,21%,4.0,118.0,5,1,18,2,0.0,2.0,0.0,1.0,0.08,0.0,30.0,14.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Calf problems,1-May-22,25-May-22
Oliver Skipp,Midfielder,18,0.0,33.0,58%,0.0,1.0,12.0,8.0,1.0,0.0,77.0,65.0,55.0,4.0,13.0,10.0,0,845,46.94,0.0,6.0,33%,3.0,20.0,6,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Inflammation bone,"Feb 5,2022","Jun 30,2022"
Kieran Tierney,Defender,22,9.0,18.0,78%,0.0,5.0,15.0,49.0,23.0,0.0,85.0,55.0,50.0,9.0,12.0,23.0,3,904,41.09,0.0,79.0,20%,0.0,44.0,0,0,5,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Ankle problems,21-Oct-21,6-Nov-21
Kieran Tierney,Defender,22,9.0,18.0,78%,0.0,5.0,15.0,49.0,23.0,0.0,85.0,55.0,50.0,9.0,12.0,23.0,3,904,41.09,0.0,79.0,20%,0.0,44.0,0,0,5,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Knee surgery,31-Mar-22,7-Jul-22
Takehiro Tomiyasu,Defender,21,7.0,35.0,49%,0.0,2.0,24.0,55.0,29.0,0.0,89.0,104.0,84.0,9.0,47.0,40.0,1,921,43.86,0.0,31.0,42%,1.0,36.0,2,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2021/22,Calf injury,20-Feb-22,21-Apr-22
Andros Townsend,Midfielder,21,0.0,31.0,55%,0.0,5.0,14.0,4.0,2.0,0.0,80.0,103.0,91.0,26.0,7.0,18.0,2,393,18.71,0.0,96.0,29%,1.0,7.0,3,0,10,3,0.0,1.0,2.0,0.0,0.14,1.0,21.0,10.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,broken foot,14-Dec-21,6-Jan-22
Kieran Trippier,Defender,6,1.0,17.0,59%,0.0,0.0,10.0,10.0,6.0,0.0,31.0,31.0,17.0,1.0,10.0,5.0,0,203,33.83,0.0,28.0,43%,0.0,17.0,0,0,3,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,Metatarsal fracture,13-Feb-22,1-May-22
Donny van de Beek,Midfielder,15,0.0,21.0,52%,0.0,3.0,8.0,5.0,2.0,0.0,42.0,36.0,43.0,4.0,8.0,7.0,0,275,18.33,0.0,6.0,0%,2.0,3.0,1,0,9,2,1.0,0.0,1.0,0.0,0.13,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,thigh problems,31-Mar-22,16-May-22
Matej Vydra,Forward,22,0.0,12.0,0,0.0,4.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,102,4.64,0.0,2.0,0,0.0,0.0,1,0,9,2,0.0,2.0,0.0,1.0,0.09,0.0,19.0,7.0,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,groin surgery and elbow injury,3-Feb-22,28-Feb-22
Aaron Wan-Bissaka,Defender,20,3.0,49.0,73%,0.0,3.0,34.0,32.0,11.0,1.0,126.0,117.0,91.0,36.0,19.0,32.0,0,937,46.85,0.0,35.0,23%,0.0,17.0,2,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2021/22,Hand injury,29-Nov-21,4-Dec-21
Aaron Wan-Bissaka,Defender,20,3.0,49.0,73%,0.0,3.0,34.0,32.0,11.0,1.0,126.0,117.0,91.0,36.0,19.0,32.0,0,937,46.85,0.0,35.0,23%,0.0,17.0,2,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2021/22,Ill,14-Jan-22,23-Jan-22
Ashley Westwood,Midfielder,27,0.0,21.0,57%,0.0,8.0,30.0,15.0,6.0,0.0,174.0,62.0,85.0,10.0,9.0,13.0,3,"1,113",41.22,0.0,122.0,25%,7.0,78.0,7,0,29,0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,broken ankle,17-Apr-22,31-Dec-22
Ben White,Defender,32,13.0,44.0,52%,1.0,4.0,42.0,101.0,60.0,0.0,158.0,141.0,97.0,10.0,62.0,40.0,0,"1,810",56.56,0.0,0.0,0%,5.0,90.0,3,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Hamstring injury,25-Apr-22,15-May-22
Joe Willock,Midfielder,29,0.0,64.0,58%,0.0,10.0,21.0,8.0,3.0,0.0,121.0,142.0,151.0,36.0,16.0,24.0,0,544,18.76,0.0,16.0,19%,1.0,17.0,0,0,34,2,0.0,2.0,0.0,0.0,0.07,0.0,35.0,11.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Coronavirus,21-Dec-21,31-Dec-21
Joe Willock,Midfielder,29,0.0,64.0,58%,0.0,10.0,21.0,8.0,3.0,0.0,121.0,142.0,151.0,36.0,16.0,24.0,0,544,18.76,0.0,16.0,19%,1.0,17.0,0,0,34,2,0.0,2.0,0.0,0.0,0.07,0.0,35.0,11.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Knee injury,4-Apr-22,10-Apr-22
Joe Willock,Midfielder,29,0.0,64.0,58%,0.0,10.0,21.0,8.0,3.0,0.0,121.0,142.0,151.0,36.0,16.0,24.0,0,544,18.76,0.0,16.0,19%,1.0,17.0,0,0,34,2,0.0,2.0,0.0,0.0,0.07,0.0,35.0,11.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Knee injury,1-May-22,25-May-22
Chris Wood,Forward,34,0.0,9.0,0,0.0,11.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,626,18.41,0.0,7.0,0,0.0,0.0,1,0,33,5,2.0,2.0,1.0,1.0,0.15,1.0,51.0,19.0,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Hip injury,9-May-22,20-May-22
Granit Xhaka,Midfielder,27,0.0,32.0,56%,0.0,11.0,21.0,28.0,18.0,0.0,146.0,97.0,110.0,19.0,27.0,29.0,2,"1,543",57.15,0.0,25.0,36%,8.0,53.0,10,1,29,1,0.0,0.0,1.0,0.0,0.04,0.0,27.0,5.0,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Inner ligament injury,27-Sep-21,5-Dec-21
Miguel Almirón,Midfielder,34,0.0,46.0,65%,0.0,25.0,10.0,13.0,6.0,0.0,139.0,119.0,116.0,34.0,6.0,10.0,2,932,27.41,0.0,26.0,19%,3.0,13.0,2,0,22,11,0.0,1.0,10.0,3.0,0.32,0.0,69.0,21.0,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022/23,Thigh problems,15-Mar-23,15-Apr-23
Bruno Guimarães,Midfielder,32,0.0,78.0,51%,0.0,7.0,36.0,19.0,7.0,0.0,233.0,225.0,169.0,45.0,19.0,13.0,5,"1,632",51.0,0.0,22.0,9%,25.0,101.0,7,0,45,4,1.0,3.0,0.0,2.0,0.13,0.0,28.0,8.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Hamstring injury,25-Aug-22,16-Sep-22
Bruno Guimarães,Midfielder,32,0.0,78.0,51%,0.0,7.0,36.0,19.0,7.0,0.0,233.0,225.0,169.0,45.0,19.0,13.0,5,"1,632",51.0,0.0,22.0,9%,25.0,101.0,7,0,45,4,1.0,3.0,0.0,2.0,0.13,0.0,28.0,8.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Ankle injury,1-Feb-23,20-Feb-23
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,knee injury,4-Aug-22,3-Oct-22
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,hamstring injury,5-Nov-22,28-Dec-22
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,hamstring injury,4-Feb-23,20-Apr-23
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,hamstring injury,20-May-23,20-Jun-23
Matty Cash,Defender,26,3.0,55.0,58%,0.0,3.0,26.0,37.0,17.0,0.0,108.0,98.0,61.0,16.0,12.0,13.0,1,781,30.04,0.0,46.0,26%,2.0,39.0,4,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Calf injury,29-Mar-23,3-May-23
Matty Cash,Defender,26,3.0,55.0,58%,0.0,3.0,26.0,37.0,17.0,0.0,108.0,98.0,61.0,16.0,12.0,13.0,1,781,30.04,0.0,46.0,26%,2.0,39.0,4,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Tendon rupture,3-Sep-22,28-Sep-22
Séamus Coleman,Defender,23,4.0,35.0,74%,0.0,3.0,22.0,45.0,25.0,0.0,100.0,91.0,57.0,17.0,18.0,16.0,0,603,26.22,0.0,22.0,41%,0.0,22.0,1,0,10,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2022/23,knee injury,1-May-23,23-Nov-23
Diego Carlos,Defender,3,0.0,1.0,0%,0.0,1.0,1.0,2.0,2.0,0.0,14.0,7.0,6.0,0.0,6.0,3.0,0,139,46.33,0.0,1.0,0%,0.0,7.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Achilles tendon rupture,11-Aug-22,12-Mar-23
Lucas Digne,Defender,28,2.0,30.0,40%,0.0,1.0,18.0,39.0,25.0,0.0,86.0,82.0,70.0,3.0,26.0,17.0,0,707,25.25,0.0,77.0,25%,0.0,28.0,5,0,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022/23,Shoulder injury,14-Jan-23,3-Feb-23
Lucas Digne,Defender,28,2.0,30.0,40%,0.0,1.0,18.0,39.0,25.0,0.0,86.0,82.0,70.0,3.0,26.0,17.0,0,707,25.25,0.0,77.0,25%,0.0,28.0,5,0,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022/23,Ankle injury,17-Sep-22,27-Oct-22
Emerson Royal,Defender,26,7.0,54.0,61%,0.0,4.0,18.0,65.0,36.0,0.0,102.0,130.0,88.0,15.0,28.0,27.0,1,862,33.15,0.0,46.0,13%,2.0,34.0,2,1,21,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Knee injury,"Mar 25,2023","May 1,2023"
Christian Eriksen,Midfielder,28,0.0,22.0,82%,0.0,12.0,11.0,20.0,8.0,0.0,151.0,49.0,77.0,8.0,9.0,13.0,8,"1,391",49.68,0.0,81.0,25%,9.0,64.0,3,0,13,1,0.0,1.0,0.0,0.0,0.04,0.0,39.0,12.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2022/23,Ankle injury,29-Jan-23,6-Apr-23
Gabriel Jesus,Forward,26,0.0,33.0,0,0.0,20.0,11.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,674,25.92,0.0,11.0,0,0.0,0.0,6,0,43,11,4.0,4.0,3.0,2.0,0.42,1.0,77.0,32.0,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Knee injury,2-Dec-22,11-Mar-23
Gabriel Martinelli,Forward,36,0.0,31.0,58%,0.0,24.0,9.0,10.0,4.0,0.0,103.0,142.0,226.0,60.0,15.0,64.0,5,977,27.14,0.0,113.0,16%,8.0,36.0,3,0,39,15,3.0,8.0,4.0,3.0,0.42,0.0,79.0,32.0,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Ankle injury,14-May-23,1-Jun-23
James Garner,Midfielder,16,0.0,16.0,81%,0.0,3.0,12.0,13.0,4.0,0.0,68.0,45.0,44.0,7.0,12.0,11.0,1,298,18.63,0.0,37.0,14%,0.0,9.0,3,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2022/23,back injury,12-Nov-22,9-Feb-23
Bryan Gil,Forward,4,0.0,3.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,57,14.25,0.0,2.0,0,0.0,0.0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2022/23,Knock,"Aug 29,2022","Sep 12,2022"
Ben Godfrey,Defender,13,1.0,20.0,55%,1.0,2.0,8.0,31.0,18.0,0.0,35.0,43.0,50.0,3.0,15.0,17.0,1,226,17.38,0.0,7.0,14%,0.0,8.0,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,broken fibula,6-Aug-22,5-Nov-22
Ben Godfrey,Defender,13,1.0,20.0,55%,1.0,2.0,8.0,31.0,18.0,0.0,35.0,43.0,50.0,3.0,15.0,17.0,1,226,17.38,0.0,7.0,14%,0.0,8.0,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,adductor injury,30-Apr-23,30-May-23
Aaron Hickey,Defender,26,1.0,38.0,68%,0.0,4.0,17.0,21.0,15.0,0.0,111.0,104.0,85.0,17.0,14.0,22.0,1,727,27.96,0.0,27.0,15%,2.0,27.0,7,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2022/23,Ankle injury,10-Oct-22,31-Dec-22
Mason Holgate,Defender,8,0.0,11.0,64%,0.0,2.0,7.0,26.0,11.0,0.0,23.0,27.0,26.0,3.0,9.0,10.0,0,196,24.5,0.0,2.0,50%,1.0,15.0,1,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,knee injury,27-Aug-22,16-Oct-22
Alexander Isak,Forward,22,0.0,18.0,0,0.0,18.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,352,16.0,0.0,7.0,0,0.0,0.0,3,0,19,10,2.0,8.0,0.0,1.0,0.45,2.0,51.0,25.0,49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2022/23,Thigh problems,20-Sep-22,4-Jan-23
Vitaly Janelt,Midfielder,35,0.0,54.0,50%,0.0,3.0,29.0,23.0,12.0,0.0,159.0,116.0,95.0,9.0,33.0,23.0,1,977,27.91,0.0,22.0,36%,3.0,67.0,3,0,22,3,1.0,0.0,2.0,0.0,0.09,0.0,14.0,5.0,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Knee injury,15-Mar-23,6-Apr-23
Joelinton,Forward,32,0.0,70.0,0,0.0,13.0,48.0,38.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"1,230",38.44,0.0,16.0,0,0.0,0.0,12,0,65,6,2.0,1.0,3.0,4.0,0.19,0.0,51.0,20.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Knock,22-May-23,31-May-23
Boubacar Kamara,Midfielder,24,0.0,58.0,43%,0.0,0.0,19.0,23.0,11.0,0.0,126.0,127.0,104.0,16.0,22.0,17.0,1,940,39.17,0.0,1.0,0%,2.0,48.0,4,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2022/23,Ankle injury,12-Mar-23,18-Mar-23
Boubacar Kamara,Midfielder,24,0.0,58.0,43%,0.0,0.0,19.0,23.0,11.0,0.0,126.0,127.0,104.0,16.0,22.0,17.0,1,940,39.17,0.0,1.0,0%,2.0,48.0,4,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2022/23,Knee injury,15-Sep-22,31-Oct-22
Keane Lewis-Potter,Forward,10,0.0,1.0,0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76,7.6,0.0,8.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Knee injury,5-Mar-23,2-May-23
Keane Lewis-Potter,Forward,10,0.0,1.0,0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76,7.6,0.0,8.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Fitness,11-Oct-22,31-Oct-22
